,activity_type_dataplus,activity_type_dualpane,activity_type_externalquiz,activity_type_folder,activity_type_forumng,activity_type_glossary,activity_type_homepage,activity_type_quiz,activity_type_resource,gender_F,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,highest_education_A Level or Equivalent,highest_education_HE Qualification,highest_education_Lower Than A Level,imd_band_0-10%,imd_band_10-20,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%,age_band_0-35,age_band_35+,disability_N,disability_Y,final_result_Distinction,final_result_Fail,final_result_Pass,final_result_Withdrawn,study_status_finished,study_status_unfinished,withdrawal_status_didn't withdraw,withdrawal_status_early withdrawal,withdrawal_status_late withdrawal,withdrawal_status_normal withdrawal,sum,count,score,num_of_prev_attempts,assessment_engagement_score,submission_timeliness,score_per_weight,module_engagement_rate,repeat_student,performance_by_registration,weighted_engagement,cumulative_score,engagement_consistency,learning_pace,engagement_dropoff,activity_diversity,improvement_rate,kmeans_cluster,average_engagement,engagement_classification,study_method_preference,id_student
22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.10643520246393037,0.09443538456418278,0.52,0.0,0.008676558943280321,0.5362510436960757,0.3611087369420703,0.10466664743967595,0.0,0.49900133155792276,0.005102184721911266,0.23239046183080858,0.07348883534466127,0.3694344163658243,0.01568732097689484,0.6666666666666666,0.6246099188631233,1,0.17767466149413064,0,0,27189
23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.006855832501151605,0.012297400738842479,0.48700000000000004,0.06666666666666667,0.0003284430859318016,0.604550514890064,0.04282466332466332,0.013349257258023186,0.4,0.5005466262756086,0.0003438849473021262,0.09054268819718049,0.009256411663627428,0.38868832731648617,0.005332459297451638,0.6,0.6315957787016309,0,0.1453283976526889,2,0,27417
24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.08589796611423249,0.07985822211868072,0.8208333333333333,0.0,0.006442990850048708,0.5779988867241859,0.5405923551756885,0.08439528899056015,0.0,0.48432042301086475,0.00378881650086647,0.3649111462374862,0.06977643597466765,0.36228713124019984,0.015397761306311548,0.6666666666666666,0.6243698689327378,0,0.172679298789903,2,2,27683
25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.013533460430179112,0.03329783339434885,0.760909090909091,0.0,0.0006885574694355983,0.5934266123523011,0.24158692185007977,0.017629217835491876,0.0,0.4936794231068532,0.0004419620873005433,0.22830903549633508,0.009579657717445383,0.3976588994639536,0.003052025493389415,0.4666666666666667,0.6198944552880791,0,0.1279595695333833,2,0,27759
26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.005574776992108563,0.00792092388591207,0.6,0.0,0.0013505165331180924,0.5861397161146673,0.025963488843813387,0.03421471601239532,0.0,0.48880280837670986,0.002287793629044247,0.04405905520536418,0.020494769420271734,0.4388860237235689,0.02610635924135366,0.4,0.6163522012578615,2,0.13190573979425027,2,1,27780
27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.007017225321188523,0.012763337438013776,0.6916666666666668,0.43333333333333335,0.0005212434428683915,0.5486501530754244,0.214312865497076,0.014967923973312577,1.0,0.49822303205861973,0.000269939124242878,0.14131919794617942,0.012167230852904503,0.34504612916165267,0.0065048439656856865,0.4,0.6049461677859502,2,0.1113539015029524,1,0,27891
28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.010931001207083799,0.021948946650247943,0.7525000000000001,0.0,0.002620814684827816,0.5917756749234623,0.05022613522613522,0.03614721078193493,0.0,0.5003153689817086,0.0027743854799117023,0.0927168297040448,0.02240906255756645,0.41810402460221957,0.016384210805928917,0.5333333333333333,0.6181491464510331,0,0.14739614889224611,2,1,27935
29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.01555423303105803,0.03190002329683495,0.49428571428571433,0.0,0.0018334162261121638,0.584350522842034,0.02757363215637615,0.03302907675978945,0.0,0.5019359423011697,0.003697111998071147,0.09461172367791734,0.014322954504825625,0.4375107443699502,0.006693938267013759,0.4666666666666667,0.6186392224128072,0,0.13767912982748984,2,0,28046
30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.026727323468197207,0.05514693646620294,0.7759999999999999,0.0,0.012086918837021421,0.5936543278597272,0.04137075827398408,0.07761234685964798,0.0,0.500124898068725,0.017058053816767758,0.10580822000072922,0.04681060513741333,0.4594464500601685,0.03169608376004805,0.4666666666666667,0.6273181744879857,0,0.15876816073396194,2,3,28061
31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.024121501894684462,0.03576064166139714,0.664,0.0,0.009499500266837156,0.5911494572780406,0.03583633570730345,0.08036559638972832,0.0,0.49652770664754686,0.013406604817381866,0.0797850094262128,0.04923370521127318,0.46914216950318033,0.034585347712904425,0.4,0.6196818349981501,2,0.15089041770018646,2,3,28400
32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0022023395234204517,0.00414350850334476,0.315,0.0,0.0005833977930818308,0.5961591984414139,0.07062500000000001,0.020133432778726614,0.0,0.4986684420772304,0.00018538016542517702,0.015657808099894262,0.011588632877221379,0.43200962695547535,0.022656406442200412,0.4,0.6361877116594097,2,0.12673669671601867,2,1,28418
33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.008671501726566938,0.016224581489000564,0.56,0.0,0.0016826309912071093,0.599290286668522,0.11375,0.031250114413627406,0.0,0.49267643142476697,0.0007422454328133148,0.06317975433938226,0.020481265308477575,0.48375451263537905,0.01806643553785434,0.4666666666666667,0.5599513085818624,0,0.1460919815694322,2,1,28787
